Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Romania,ROU,2021,30.69,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Romania,ROU,2017,11.92,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Russian Federation,RUS,2021,56.14,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Russian Federation,RUS,2017,35.1,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Rwanda,RWA,2017,2.81,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Saudi Arabia,SAU,2021,48.84,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Saudi Arabia,SAU,2017,17.28,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Senegal,SEN,2021,14.57,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Senegal,SEN,2017,6.7,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Serbia,SRB,2021,22.01,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Serbia,SRB,2017,13.1,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Sierra Leone,SLE,2021,2.07,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Sierra Leone,SLE,2017,2.26,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Singapore,SGP,2021,54.31,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Singapore,SGP,2017,48.86,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Slovak Republic,SVK,2021,67.88,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Slovak Republic,SVK,2017,50.41,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Slovenia,SVN,2021,47.13,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Slovenia,SVN,2017,40.43,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,South Africa,ZAF,2021,30,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,South Africa,ZAF,2017,9.17,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,South Sudan,SSD,2021,1.32,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,South Sudan,SSD,2017,1.3,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Spain,ESP,2021,48.25,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Spain,ESP,2017,40.64,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Sri Lanka,LKA,2021,5.99,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Sri Lanka,LKA,2017,2.86,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Sweden,SWE,2021,80.98,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Sweden,SWE,2017,77.2,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Switzerland,CHE,2021,53.24,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Switzerland,CHE,2017,44.61,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Tajikistan,TJK,2021,2.32,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Tajikistan,TJK,2017,7.28,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Tanzania,TZA,2021,14.95,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Tanzania,TZA,2017,5.01,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Thailand,THA,2021,46.18,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Thailand,THA,2017,8.8,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Togo,TGO,2021,11.13,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Togo,TGO,2017,4.9,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Trinidad and Tobago,TTO,2017,7.97,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Tunisia,TUN,2021,2.47,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Tunisia,TUN,2017,2.79,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Turkiye,TUR,2021,27.76,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Turkiye,TUR,2017,27.33,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Turkmenistan,TKM,2017,0,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Uganda,UGA,2021,22.43,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Uganda,UGA,2017,5.05,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Ukraine,UKR,2021,45.67,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Ukraine,UKR,2017,22.81,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,United Arab Emirates,ARE,2021,11.86,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,United Arab Emirates,ARE,2017,39.43,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,United Kingdom,GBR,2021,52.82,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,United Kingdom,GBR,2017,56.56,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,United States,USA,2021,66.03,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,United States,USA,2017,63.39,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Uruguay,URY,2021,31.82,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Uruguay,URY,2017,15.77,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Uzbekistan,UZB,2021,11.03,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Uzbekistan,UZB,2017,3.64,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,"Venezuela, RB",VEN,2021,42.59,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,"Venezuela, RB",VEN,2017,25.28,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Vietnam,VNM,2017,5.4,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,West Bank and Gaza,PSE,2021,1.35,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,West Bank and Gaza,PSE,2017,2.73,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Zambia,ZMB,2021,15.34,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Zambia,ZMB,2017,7.82,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Zimbabwe,ZWE,2021,18.05,
"Used a mobile phone or the internet to pay bills, female (% age 15+)",fin14a.t.d.1,Zimbabwe,ZWE,2017,5.3,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Arab World,ARB,2021,14.72,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Arab World,ARB,2017,8.7,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,East Asia & Pacific,EAS,2021,49.91,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,East Asia & Pacific,EAS,2017,31.74,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,East Asia & Pacific (excluding high income),EAP,2021,50.34,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,East Asia & Pacific (excluding high income),EAP,2017,30.29,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Euro area,EMU,2021,52.24,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Euro area,EMU,2017,53.61,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Europe & Central Asia,ECS,2021,52.95,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Europe & Central Asia,ECS,2017,43.4,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Europe & Central Asia (excluding high income),ECA,2021,48.92,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Europe & Central Asia (excluding high income),ECA,2017,26.53,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,High income,HIC,2021,56.99,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,High income,HIC,2017,55.16,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Latin America & Caribbean,LCN,2021,39.4,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Latin America & Caribbean,LCN,2017,12.58,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Latin America & Caribbean (excluding high income),LAC,2021,38.89,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Latin America & Caribbean (excluding high income),LAC,2017,12.05,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,LMY,LMY,2021,32.32,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,LMY,LMY,2017,16.87,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Low income,LIC,2021,13.05,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Low income,LIC,2017,3.7,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Lower middle income,LMC,2021,14.83,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Lower middle income,LMC,2017,6.06,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Middle East & North Africa,MEA,2021,22.14,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Middle East & North Africa,MEA,2017,15.01,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Middle East & North Africa (excluding high income),MNA,2021,15.24,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Middle East & North Africa (excluding high income),MNA,2017,10.86,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,MIC,MIC,2021,32.87,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,MIC,MIC,2017,17.65,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,North America,NAC,2021,66.77,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,North America,NAC,2017,66.28,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,OECD members,OED,2021,57.47,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,OECD members,OED,2017,56.92,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,South Asia,SAS,2021,12.93,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,South Asia,SAS,2017,4.32,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Sub-Saharan Africa,SSF,2021,19.36,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Sub-Saharan Africa,SSF,2017,7.36,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Sub-Saharan Africa (excluding high income),SSA,2021,19.36,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Sub-Saharan Africa (excluding high income),SSA,2017,7.36,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Upper middle income,UMC,2021,53.97,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Upper middle income,UMC,2017,30.96,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,World,WLD,2021,37.04,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,World,WLD,2017,23.69,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Afghanistan,AFG,2021,0.07,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Afghanistan,AFG,2017,0.52,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Albania,ALB,2021,6.89,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Albania,ALB,2017,2.18,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Algeria,DZA,2021,3.94,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Algeria,DZA,2017,2.95,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Argentina,ARG,2021,34.59,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Argentina,ARG,2017,14.69,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Armenia,ARM,2021,27.18,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Armenia,ARM,2017,14.39,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Australia,AUS,2021,71.18,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Australia,AUS,2017,69.17,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Austria,AUT,2021,60.38,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Austria,AUT,2017,57.9,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Azerbaijan,AZE,2017,9.1,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bahrain,BHR,2017,39.03,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bangladesh,BGD,2021,16.77,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bangladesh,BGD,2017,3.36,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Belarus,BLR,2017,37.88,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Belgium,BEL,2021,81.23,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Belgium,BEL,2017,70.24,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Benin,BEN,2021,11.3,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Benin,BEN,2017,4.81,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bolivia,BOL,2021,18.77,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bolivia,BOL,2017,8.36,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bosnia and Herzegovina,BIH,2021,16.57,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bosnia and Herzegovina,BIH,2017,7.69,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Botswana,BWA,2017,12.15,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Brazil,BRA,2021,50.59,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Brazil,BRA,2017,13.21,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bulgaria,BGR,2021,35.53,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Bulgaria,BGR,2017,14.5,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Burkina Faso,BFA,2021,14.7,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Burkina Faso,BFA,2017,6.3,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cambodia,KHM,2021,3.13,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cambodia,KHM,2017,1.78,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cameroon,CMR,2021,14.06,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cameroon,CMR,2017,5.01,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Canada,CAN,2021,77.17,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Canada,CAN,2017,75.27,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Central African Republic,CAF,2017,5.41,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Chad,TCD,2017,1.96,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Chile,CHL,2021,52.84,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Chile,CHL,2017,26.98,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,China,CHN,2021,60.67,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,China,CHN,2017,39.64,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Colombia,COL,2021,23.07,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Colombia,COL,2017,9.26,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Congo, Dem. Rep.",COD,2017,2.12,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Congo, Rep.",COG,2021,9.01,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Congo, Rep.",COG,2017,3.47,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Costa Rica,CRI,2021,35.91,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Costa Rica,CRI,2017,24.74,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cote d'Ivoire,CIV,2021,27.5,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cote d'Ivoire,CIV,2017,6.46,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Croatia,HRV,2021,46.44,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Croatia,HRV,2017,48.58,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cyprus,CYP,2021,54.83,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Cyprus,CYP,2017,29.91,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Czechia,CZE,2021,72.89,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Czechia,CZE,2017,59.62,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Denmark,DNK,2021,83.93,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Denmark,DNK,2017,84.02,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Dominican Republic,DOM,2021,10.15,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Dominican Republic,DOM,2017,10.7,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ecuador,ECU,2021,20.66,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ecuador,ECU,2017,8.54,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Egypt, Arab Rep.",EGY,2021,1.55,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Egypt, Arab Rep.",EGY,2017,2.34,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,El Salvador,SLV,2021,11.19,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,El Salvador,SLV,2017,4.28,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Estonia,EST,2021,79.75,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Estonia,EST,2017,71.12,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ethiopia,ETH,2017,0.76,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Finland,FIN,2021,88.09,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Finland,FIN,2017,87.11,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,France,FRA,2021,44.68,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,France,FRA,2017,46.39,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Gabon,GAB,2021,47.97,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Gabon,GAB,2017,16.76,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Gambia, The",GMB,2017,2.04,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Georgia,GEO,2021,23.95,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Georgia,GEO,2017,11.38,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Germany,DEU,2021,56.62,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Germany,DEU,2017,59.34,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ghana,GHA,2021,12.3,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ghana,GHA,2017,7.76,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Greece,GRC,2021,70.01,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Greece,GRC,2017,19.07,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Guatemala,GTM,2017,5.48,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Guinea,GIN,2021,5.71,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Guinea,GIN,2017,4.05,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Haiti,HTI,2017,7.89,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Honduras,HND,2021,15.61,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Honduras,HND,2017,5.5,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Hong Kong SAR, China",HKG,2021,64.16,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Hong Kong SAR, China",HKG,2017,53.19,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Hungary,HUN,2021,61.01,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Hungary,HUN,2017,33.95,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Iceland,ISL,2021,81.22,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,India,IND,2021,13.5,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,India,IND,2017,3.49,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Indonesia,IDN,2021,7.56,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Indonesia,IDN,2017,2.7,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Iran, Islamic Rep.",IRN,2021,44.82,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Iran, Islamic Rep.",IRN,2017,45.25,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Iraq,IRQ,2021,6.01,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Iraq,IRQ,2017,10.91,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ireland,IRL,2021,60.86,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Ireland,IRL,2017,54.22,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Israel,ISR,2021,48.67,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Israel,ISR,2017,40.18,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Italy,ITA,2021,32.92,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Italy,ITA,2017,46.08,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Jamaica,JAM,2021,12.17,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Japan,JPN,2021,33.52,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Japan,JPN,2017,32.06,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Jordan,JOR,2021,14.78,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Jordan,JOR,2017,3.38,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kazakhstan,KAZ,2021,48.3,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kazakhstan,KAZ,2017,21.59,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kenya,KEN,2021,52.58,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kenya,KEN,2017,29.86,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Korea, Rep.",KOR,2021,61.91,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,"Korea, Rep.",KOR,2017,64.92,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kosovo,XKX,2021,13.19,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kosovo,XKX,2017,9.84,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kuwait,KWT,2017,32.67,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kyrgyz Republic,KGZ,2021,10.08,
"Used a mobile phone or the internet to pay bills, male (% age 15+)",fin14a.t.d.2,Kyrgyz Republic,KGZ,2017,3.65,
